from activity name,from reference product,from location,from categories,from database,from key,to activity name,to reference product,to location,to categories,to database,to key,flow type,amount_baseline,potato | amount_biochar_amendment
Carbaryl,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'cd08eddd-d946-40cf-b0b5-87f6dbd7eb21')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,6.092800219903438e-08,4.862570007903781e-08
Carbofuran,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '3c054a6e-2f9c-4e5e-9231-c61bc85a250a')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,6.78909998441668e-07,5.418276124833742e-07
Chlorothalonil,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '06b8a67f-5044-4060-be71-04e1dfc31e24')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,5.03269984619692e-05,4.016520228409353e-05
Chromium III,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'e7881581-21b3-4f5c-bd63-6b0684b5e712')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,2.8987299174332293e-06,2.313431697871691e-06
Clethodim,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '873d28d3-e53b-46a6-aaa0-63b923f0a56c')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,4.8960000498254885e-09,3.907422226516751e-09
Copper ion,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '7e66a41c-d311-4949-bdd8-eef09cdcfa47')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,6.452580123550433e-07,5.14970480730282e-07
Cymoxanil,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '7427c8ff-5f18-4e0e-9633-64c088b69fd8')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,1.8277999913607346e-07,1.458739019441927e-07
Diazinon,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'c4302ab1-eb6d-458b-86ad-f7d7d4df411e')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,1.501399992775987e-06,1.1982442081212984e-06
Dichlorprop-P,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '02dd7309-b7c2-47bb-82c8-09345be9c2bb')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,0.00010134000331163406,8.087789569962813e-05
Dimethoate,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '28f19625-5e6a-4902-8c18-4b519db19d86')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,1.0380000503573683e-06,8.28411851841475e-07
Dimethomorph,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '23f4021a-5b2d-4e16-ba87-76e871b32392')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,3.916800039860391e-08,3.1259377812134005e-08
Diquat,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '063a0cee-aa71-4ea6-85ca-045c74ca1a66')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,3.1335000585386297e-06,2.500798131315746e-06
EPTC,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'fd950a9b-db9f-41c9-a8b0-d61f152f6ef2')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,1.6228999811573885e-05,1.2952114773801983e-05
Endosulfan,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '69da88e0-7fb1-4223-bb2d-b6e86e2af891')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,1.357799987999897e-06,1.0836392561850733e-06
Endothall,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '97afe0e8-be32-431e-94ea-a1fa5d156c76')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,1.2512000324704786e-08,9.985634736396477e-09
Esfenvalerate,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '59177170-590b-4d94-833a-e23d899f422e')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,2.219500032651922e-07,1.7713487890278705e-07
Ethoprop,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '21b5487b-4086-490b-9f98-1f5503feee7c')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,3.7601000713038957e-06,3.0008779499632047e-06
Fentin hydroxide,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '4dd95929-09d1-4c60-8792-4c9b6404d168')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,6.50629999654484e-07,5.192577810490694e-07
Flutolanil,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'df260d38-1369-4524-a83a-bbd8ace56681')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,7.398400043712172e-07,5.904549117088725e-07
Glufosinate,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'b7a0a14a-b0b2-4aeb-923f-5c2ec1251dd5')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,3.2204999911300547e-07,2.5702314374541533e-07
Glyphosate,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '3850d44e-8919-47bc-9c0a-51ccc4ec9d9f')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,2.4370999085476797e-07,1.9450118982822662e-07
Imidacloprid,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '10507b66-45a2-4f20-ae9c-609e8b4d07c8')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,1.0705999784477171e-06,8.544293523126233e-07
Iprodione,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '299f371a-61c1-4ea2-8c38-901aa74acf7d')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,1.3251999462227104e-06,1.057621664982211e-06
Lead II,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '4010918f-7fd0-4925-8fbb-8fd7a44a806c')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,2.699530057270749e-07,2.15445335775798e-07
Linuron,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '971f25e5-1501-454a-8a5a-2723f84d7974')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,8.747600190872618e-07,6.981324972763461e-07
Malathion,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'dd7748c9-be28-4c89-b8b1-ed5ac14599a2')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,5.929599922183115e-08,4.7323223640727175e-08
Maleic hydrazide,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '863ebe6d-0f48-4c32-94df-a6369f963a2e')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,4.112700025871163e-06,3.282282542594703e-06
Mancozeb,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '4f6390e3-bca5-4d3b-aead-7d63f2534440')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,5.890900138183497e-05,4.701436662556661e-05
Maneb,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'd689f35b-5ebf-4b87-bb12-c4e316219275')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,9.574399939538125e-08,7.64118111694982e-08
Mercury II,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'ed2d49f8-110d-4db4-9488-f61c349e6117')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,-7.439540095077746e-09,-5.937382358402031e-09
Metalaxil,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '08f3db43-3185-4d9d-846a-404e27928eaf')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,2.115099960064981e-06,1.6880286991739672e-06
Metam-sodium,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '00acb9f0-1640-4f8c-89ef-d857e1428be0')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,0.0006697200005874038,0.0005344932167497237
Metolachlor,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'd2885a24-b728-4832-8638-15697630eff9')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,4.530400019575609e-06,3.6156424737235503e-06
Metribuzin,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '171aebab-b5e0-493f-8776-43e1a694666f')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,6.456200026150327e-06,5.152593795810317e-06
Nickel II,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'b4580545-243d-48d2-a3a0-2633a4f46fb1')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,5.260069997348182e-07,4.1979808438532977e-07
Oxamyl,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'aaa7a82f-7d09-48ed-8f08-8eb3c7eeb928')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,3.1509000564255985e-06,2.5146848016165985e-06
Paraquat,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'e170546d-a672-4840-bd7a-1c7f8b627286')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,2.0890000484996563e-07,1.6671987617714733e-07
Pendimethalin,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '9cbbd44e-bc02-4586-9d58-e223db6f5e24')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,4.134400114708114e-06,3.2996010492482955e-06
Permethrin,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '5da998ca-223d-47bb-a516-2ee8c9bf6f2c')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,1.3055999659172812e-07,1.0419792225995859e-07
Phorate,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '24d49070-45df-4627-84fa-2d8adeca255b')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,6.797899914090522e-06,5.425299213160831e-06
Phosmet,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'b268aafb-2e5a-4bb1-a3ab-37f378ee8090')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,7.485500077564211e-07,5.974062312501365e-07
Piperonyl butoxide,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '13be989f-9a8e-420d-b27d-47c3565eb77c')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,2.2304000424355763e-08,1.7800479189429976e-08
Propamocarb HCl,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'c1ad9058-6019-4835-ab47-d3e3f35b94d9')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,3.263999914793203e-08,2.6049480564989648e-08
Propargite,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '6b3026ac-76b1-493d-bbcc-1281ac24905e')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,2.1804000880365493e-06,1.740143725488068e-06
Pymetrozine,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '066a904d-beba-47a4-a153-3981ca3554e0')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,2.0890000484996563e-07,1.6671987617714733e-07
Quintozene,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '99f78a2c-48e3-492c-aa5a-ed0c2f24a1a0')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,4.082200121047208e-06,3.2579410383457366e-06
Rimsulfuron,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '8b4f0e68-38d5-4bee-b647-680d3a117560')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,1.0010000295324062e-07,7.988827051336042e-08
Sethoxydim,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '82688564-c9d5-43ab-876e-1eb16fd97130')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,8.704000009629453e-08,6.94652833968831e-08
Spinosad,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'f7340d88-d66b-45c8-89af-251646b2c12e')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,4.352000093632569e-09,3.473264240728307e-09
Sulfur,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'd4049741-cef2-4edd-a3af-9728b9e3a568')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,1.1359000382071827e-05,9.065443241876955e-06
Sulfuric acid,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '9bb73c31-c01d-4384-b567-15c1544ae581')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,0.0007671199855394661,0.0006122266444848093
TCMTB,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '723a8b35-613c-4dbb-91af-ed3c06e273cc')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,6.338299863273278e-05,5.05849949183821e-05
Thiamethoxam,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '9a8e2785-9175-4818-83ae-fc394e2d695a')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,1.9149000252127735e-07,1.5282522148545677e-07
Trichlorfon,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '51e8811b-04e2-4801-987c-fb0015535965')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,3.263999959202124e-09,2.6049480919410407e-09
Trifluralin,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '91b452dc-ddbd-40a4-9281-33303109495e')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,4.895999836662668e-07,3.9074220563947866e-07
Zinc II,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '84aa799e-9d98-4d34-85e0-516d28ab1be9')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,3.7895599689363735e-06,3.024389440491918e-06
Zineb,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '02156abf-3839-5778-897a-4c06444701d4')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,2.7940000109083485e-06,2.229848372632361e-06
Cadmium II,,,"('water', 'ground-')",biosphere3,"('biosphere3', '3937f5a5-b4a4-434d-9fc3-1d29064fc3f8')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,1.1558399792832574e-09,9.22458084024946e-10
Cadmium II,,,"('water', 'surface water')",biosphere3,"('biosphere3', 'af83b42f-a4e6-4457-be74-46a87798f82a')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,6.119970086260196e-10,4.884253859744768e-10
Chromium III,,,"('water', 'ground-')",biosphere3,"('biosphere3', '1c87de06-e58f-4684-a54c-d29f1a251a87')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,5.045109787715774e-07,4.026424411584815e-07
Chromium III,,,"('water', 'surface water')",biosphere3,"('biosphere3', 'e34d3da4-a3d5-41be-84b5-458afe32c990')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,6.32647001452824e-08,5.049058271770343e-08
Copper ion,,,"('water', 'ground-')",biosphere3,"('biosphere3', 'c3b659e5-35f1-408c-8cb5-b5f9b295c76e')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,8.527769779220762e-08,6.805881707279139e-08
Copper ion,,,"('water', 'surface water')",biosphere3,"('biosphere3', '6d9550e2-e670-44c1-bad8-c0c4975ffca7')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,5.252169898994907e-08,4.191675897043022e-08
Lead II,,,"('water', 'ground-')",biosphere3,"('biosphere3', 'c864aa15-0abc-41ad-9889-348106e485d8')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,6.316790202021139e-09,5.041332962506894e-09
Lead II,,,"('water', 'surface water')",biosphere3,"('biosphere3', 'b3ebdcc3-c588-4997-95d2-9785b26b34e1')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,2.2645899377948808e-08,1.8073343478011817e-08
Mercury II,,,"('water', 'ground-')",biosphere3,"('biosphere3', 'e1aa92d7-9297-452e-ade0-e5e2acc52ad7')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,1.2641700186666327e-10,1.0089146198456764e-10
Mercury II,,,"('water', 'surface water')",biosphere3,"('biosphere3', '66bfb434-78ab-4183-b1a7-7f87d08974fa')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,9.008629953122238e-11,7.189648805364914e-11
Nickel II,,,"('water', 'surface water')",biosphere3,"('biosphere3', '9798359e-a3ee-4362-a038-23a188582c6e')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,5.107949974103576e-08,4.076576196411473e-08
Nitrate,,,"('water', 'ground-')",biosphere3,"('biosphere3', 'b9291c72-4b1d-4275-8068-4c707dc3ce33')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,0.008934108540415764,0.007130174413739635
Phosphate,,,"('water', 'ground-')",biosphere3,"('biosphere3', '329fc7d8-4011-4327-84e4-34ff76f0e42d')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '68ed840dc31042a197b1ecbf5bcb40f5')",biosphere,1.7073000435630092e-06,1.3625698671692011e-06
