from activity name,from reference product,from location,from categories,from database,from key,to activity name,to reference product,to location,to categories,to database,to key,flow type,baseline,double_inhibitors,nitrification_inhibitors,urease_inhibitors
Cadmium II,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'e429b852-e421-4fcb-8a9b-b0241863bfb2')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb26b874dc2b4ab9ae0790456f4236d6')",biosphere,6.139999868537416e-07,5.853193392314028e-07,5.438440981875479e-07,5.781544132332783e-07
Chromium III,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'e7881581-21b3-4f5c-bd63-6b0684b5e712')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb26b874dc2b4ab9ae0790456f4236d6')",biosphere,6.186392056406476e-06,5.897418547575287e-06,5.4795323794565775e-06,5.8252279250531785e-06
Copper ion,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '7e66a41c-d311-4949-bdd8-eef09cdcfa47')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb26b874dc2b4ab9ae0790456f4236d6')",biosphere,1.5243529105646303e-06,1.4531486278023168e-06,1.3501797259208417e-06,1.4353605560872225e-06
Lead II,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '4010918f-7fd0-4925-8fbb-8fd7a44a806c')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb26b874dc2b4ab9ae0790456f4236d6')",biosphere,1.4514117765429546e-06,1.3836146582868968e-06,1.2855728755916339e-06,1.3666777556901644e-06
Mancozeb,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '4f6390e3-bca5-4d3b-aead-7d63f2534440')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb26b874dc2b4ab9ae0790456f4236d6')",biosphere,3.9215687138494104e-05,3.7383877157763685e-05,3.473488674800187e-05,3.6926259075794826e-05
Mercury II,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'ed2d49f8-110d-4db4-9488-f61c349e6117')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb26b874dc2b4ab9ae0790456f4236d6')",biosphere,5.93568616480411e-09,5.6584234173537755e-09,5.25747224517636e-09,5.589158347273173e-09
Nickel II,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'b4580545-243d-48d2-a3a0-2633a4f46fb1')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb26b874dc2b4ab9ae0790456f4236d6')",biosphere,1.3883529845770681e-06,1.3235014152307608e-06,1.2297192068884572e-06,1.3073003621252995e-06
Zinc II,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '84aa799e-9d98-4d34-85e0-516d28ab1be9')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb26b874dc2b4ab9ae0790456f4236d6')",biosphere,1.7150980056612752e-05,1.6349837994864396e-05,1.519130208734522e-05,1.6149698735040257e-05
Cadmium II,,,"('water', 'ground-')",biosphere3,"('biosphere3', '3937f5a5-b4a4-434d-9fc3-1d29064fc3f8')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb26b874dc2b4ab9ae0790456f4236d6')",biosphere,6.509803807119852e-10,6.205723362364016e-10,5.765990971762491e-10,6.129758763766338e-10
Cadmium II,,,"('water', 'surface water')",biosphere3,"('biosphere3', 'af83b42f-a4e6-4457-be74-46a87798f82a')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb26b874dc2b4ab9ae0790456f4236d6')",biosphere,2.6952942100422206e-09,2.5693939085245193e-09,2.3873287954315504e-09,2.537941817365556e-09
Chromium III,,,"('water', 'ground-')",biosphere3,"('biosphere3', '1c87de06-e58f-4684-a54c-d29f1a251a87')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb26b874dc2b4ab9ae0790456f4236d6')",biosphere,2.8112157224313705e-07,2.679900593356883e-07,2.4900050685840304e-07,2.647095783833682e-07
Chromium III,,,"('water', 'surface water')",biosphere3,"('biosphere3', 'e34d3da4-a3d5-41be-84b5-458afe32c990')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb26b874dc2b4ab9ae0790456f4236d6')",biosphere,2.770274534213968e-07,2.6408718152659374e-07,2.453741837213435e-07,2.608544759146862e-07
Copper ion,,,"('water', 'ground-')",biosphere3,"('biosphere3', 'c3b659e5-35f1-408c-8cb5-b5f9b295c76e')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb26b874dc2b4ab9ae0790456f4236d6')",biosphere,5.472548991747317e-08,5.216919915869702e-08,4.847253314213744e-08,5.15305931426301e-08
Copper ion,,,"('water', 'surface water')",biosphere3,"('biosphere3', '6d9550e2-e670-44c1-bad8-c0c4975ffca7')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb26b874dc2b4ab9ae0790456f4236d6')",biosphere,2.2146274147871736e-07,2.1111796137151322e-07,1.9615831840453266e-07,2.0853365487638168e-07
Lead II,,,"('water', 'ground-')",biosphere3,"('biosphere3', 'c864aa15-0abc-41ad-9889-348106e485d8')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb26b874dc2b4ab9ae0790456f4236d6')",biosphere,5.723137075364093e-09,5.45580274105252e-09,5.069209101296805e-09,5.389017961736434e-09
Lead II,,,"('water', 'surface water')",biosphere3,"('biosphere3', 'b3ebdcc3-c588-4997-95d2-9785b26b34e1')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb26b874dc2b4ab9ae0790456f4236d6')",biosphere,1.596392138480951e-07,1.5218228202868932e-07,1.4139877223037653e-07,1.5031941040310273e-07
Mercury II,,,"('water', 'ground-')",biosphere3,"('biosphere3', 'e1aa92d7-9297-452e-ade0-e5e2acc52ad7')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb26b874dc2b4ab9ae0790456f4236d6')",biosphere,9.301568404396221e-10,8.867081415058362e-10,8.2387674086769e-10,8.758538987190415e-10
Mercury II,,,"('water', 'surface water')",biosphere3,"('biosphere3', '66bfb434-78ab-4183-b1a7-7f87d08974fa')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb26b874dc2b4ab9ae0790456f4236d6')",biosphere,7.371372401365761e-10,7.027047093770983e-10,6.529116387392171e-10,6.941028626521432e-10
Nickel II,,,"('water', 'ground-')",biosphere3,"('biosphere3', '56815b4f-6138-4e0b-9fac-c94fd6b102b3')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb26b874dc2b4ab9ae0790456f4236d6')",biosphere,1.0027059182959874e-09,9.558683682516563e-10,8.881363315287754e-10,9.44167531352154e-10
Nickel II,,,"('water', 'surface water')",biosphere3,"('biosphere3', '9798359e-a3ee-4362-a038-23a188582c6e')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb26b874dc2b4ab9ae0790456f4236d6')",biosphere,2.386549056154763e-07,2.275070596906352e-07,2.113860988622465e-07,2.2472213334790613e-07
Nitrate,,,"('water', 'ground-')",biosphere3,"('biosphere3', 'b9291c72-4b1d-4275-8068-4c707dc3ce33')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb26b874dc2b4ab9ae0790456f4236d6')",biosphere,0.014253543689846992,0.01358774422292373,0.012624927980378203,0.013421415903810727
Phosphate,,,"('water', 'ground-')",biosphere3,"('biosphere3', '329fc7d8-4011-4327-84e4-34ff76f0e42d')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb26b874dc2b4ab9ae0790456f4236d6')",biosphere,2.9140392143744975e-06,2.7779210813865564e-06,2.5810799064433103e-06,2.743916397716099e-06
Phosphate,,,"('water', 'surface water')",biosphere3,"('biosphere3', '1727b41d-377e-43cd-bc01-9eaba946eccb')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb26b874dc2b4ab9ae0790456f4236d6')",biosphere,1.1936078408325557e-05,1.1378530417850865e-05,1.0572257226151955e-05,1.123924520557962e-05
Phosphorus,,,"('water', 'surface water')",biosphere3,"('biosphere3', 'b2631209-8374-431e-b7d5-56c96c6b6d79')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb26b874dc2b4ab9ae0790456f4236d6')",biosphere,3.1515685350314016e-06,3.0043551334903734e-06,2.7914690301429596e-06,2.9675786582216584e-06
Water,,,"('water', 'ground-')",biosphere3,"('biosphere3', '51254820-3456-4373-b7b4-056cf7b16e01')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb26b874dc2b4ab9ae0790456f4236d6')",biosphere,0.01781058870255947,0.01697863556011389,0.01577554358065498,0.016770799154952422
Water,,,"('water', 'surface water')",biosphere3,"('biosphere3', 'db4566b1-bd88-427d-92da-2d25879063b9')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb26b874dc2b4ab9ae0790456f4236d6')",biosphere,0.07124313712120056,0.0679152880087708,0.06310286724641326,0.06708393325913424
Zinc II,,,"('water', 'ground-')",biosphere3,"('biosphere3', '7e769b3e-03fb-4b53-be15-85a910dcfea9')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb26b874dc2b4ab9ae0790456f4236d6')",biosphere,3.837803888018243e-07,3.658535641580785e-07,3.399294852097647e-07,3.613751306985163e-07
Zinc II,,,"('water', 'surface water')",biosphere3,"('biosphere3', '541b633c-17a3-4047-bce6-0c0e4fdb7c10')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb26b874dc2b4ab9ae0790456f4236d6')",biosphere,4.962745379089029e-07,4.7309298180067004e-07,4.395700070052284e-07,4.673018247729782e-07
"Carbon dioxide, in air",,,"('natural resource', 'in air')",biosphere3,"('biosphere3', 'cc6a1abb-b123-4ca6-8f16-38209df609be')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb26b874dc2b4ab9ae0790456f4236d6')",biosphere,0.3113343119621277,0.2967915271326289,0.27576112662721675,0.2931584858400449
"Energy, gross calorific value, in biomass",,,"('natural resource', 'biotic')",biosphere3,"('biosphere3', '01c12fca-ad8b-4902-8b48-2d5afe3d3a0f')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb26b874dc2b4ab9ae0790456f4236d6')",biosphere,3.4898431301116943,3.3268285320416537,3.0910922321627052,3.2861046422897306
"Occupation, annual crop",,,"('natural resource', 'land')",biosphere3,"('biosphere3', 'c5aafa60-495c-461c-a1d4-b262a34c45b9')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb26b874dc2b4ab9ae0790456f4236d6')",biosphere,0.1353764683008194,0.1290528773125066,0.11990829787495075,0.1274731339932386
"Transformation, from arable land, unspecified use",,,"('natural resource', 'land')",biosphere3,"('biosphere3', '4d166779-88fd-441b-9537-f3b974e3bff7')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb26b874dc2b4ab9ae0790456f4236d6')",biosphere,0.3921568691730499,0.37383876946906575,0.3473488655208591,0.36926258867518824
"Transformation, to arable land, unspecified use",,,"('natural resource', 'land')",biosphere3,"('biosphere3', '2f1e926a-ec96-432b-b2a6-bd5e3de2ff87')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb26b874dc2b4ab9ae0790456f4236d6')",biosphere,0.3921568691730499,0.37383876946906575,0.3473488655208591,0.36926258867518824
market for [sulfonyl]urea-compound,[sulfonyl]urea-compound,GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '6d3e2170db9d4cf4aefd3a72b55509d0')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,8.490752406942192e-06,8.094139568105046e-06,7.520595577451012e-06,7.995058763599051e-06
market for [thio]carbamate-compound,[thio]carbamate-compound,GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9719c09ca0949ff973775ba0f8c92b0')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,2.703435893636197e-05,2.5771552846865558e-05,2.3945402069408297e-05,2.5456081860981137e-05
"market for acetamide-anillide-compound, unspecified","acetamide-anillide-compound, unspecified",GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb4e70d1e203481aa2a0f7bd0763b5f3')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,3.3284782148257364e-06,3.173001158079825e-06,2.9481649378438762e-06,3.1341602776136874e-06
market for aclonifen,aclonifen,GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '553e175a446d454194f6e466ac5d0896')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,1.6801208403194323e-05,1.6016404578831578e-05,1.4881495485557416e-05,1.5820346895663203e-05
"market for application of plant protection product, by field sprayer","application of plant protection product, by field sprayer",GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'ff595daaff4d469392865f5d461931b6')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,0.00019111584697384387,0.00018218860531348321,0.00016927887243033116,0.000179958424645804
market for benzimidazole-compound,benzimidazole-compound,GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '8e6d181af2a24a27932b92bec7cf636f')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,3.423195039431448e-06,3.263293650554288e-06,3.0320593794786963e-06,3.223347494756542e-06
"market for chemical, inorganic","chemical, inorganic",GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '79b6526a68414a2aa5f422df6c612305')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,1.777826810211991e-07,1.694782469220201e-07,1.5746915945190355e-07,1.6740365444557353e-07
market for chlorothalonil,chlorothalonil,GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'aedc5ffa33be47b6a763480d7ea6fc85')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,2.6720785172074102e-05,2.5472626474808488e-05,2.3667657371190525e-05,2.5160814662969963e-05
market for copper oxide,copper oxide,GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'c981190b60194b77a2e41764236fa1bc')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,2.0023368563215627e-07,1.908805392108258e-07,1.7735490312857066e-07,1.8854396010560853e-07
market for cyclic N-compound,cyclic N-compound,GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '1649cd7cf4c34a3eb8823ce0cea13ee5')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,1.914557651616633e-05,1.825126455306609e-05,1.69579951427514e-05,1.8027849826898613e-05
market for diazine-compound,diazine-compound,GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '7fa2c4a421b24688b9bae8256445c102')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,1.6018695259134574e-09,1.5270443526343733e-09,1.4188392612165257e-09,1.5083517193158731e-09
market for diazole-compound,diazole-compound,GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '40e13201bd244d069bc2c727a755d5d1')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,3.8068428409587796e-08,3.629020820742402e-08,3.371871426889973e-08,3.584597778680583e-08
market for dinitroaniline-compound,dinitroaniline-compound,GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd98025fd39294c2583a6a48b3c3c52b1')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,1.1148154044349212e-05,1.062741090977046e-05,9.874361421035617e-06,1.049732019241922e-05
market for diphenylether-compound,diphenylether-compound,GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '0d496510a89e41a8a756b00adea6eff7')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,2.90539077241192e-08,2.7696766181238513e-08,2.5734196389831e-08,2.7357728553784554e-08
"market for fertilising, by broadcaster","fertilising, by broadcaster",GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '3acc017c67274e0790d8b4ca1ff54c8d')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,5.460452666739002e-05,5.205388624155388e-05,4.8365391202294085e-05,5.14166917772034e-05
market for glyphosate,glyphosate,GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'dc254f8ebec04b5a8904efdc5b567191')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,4.3250476977618746e-08,4.123019730945543e-08,3.8308659856172495e-08,4.072549621244703e-08
"market for grass seed, Swiss integrated production, for sowing","grass seed, Swiss integrated production, for sowing",CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'de2ffb7afd884d3c99b29fa332dac424')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,0.0008190678781829774,0.0007808082728150405,0.0007254808487006001,0.0007712503561044984
"market for harvesting, by complete harvester, ground crops","harvesting, by complete harvester, ground crops",GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '84f746caf9a14815967a6af4288a72b2')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,2.730226333369501e-05,2.602694312077694e-05,2.4182695601147043e-05,2.57083458886017e-05
market for hoeing,hoeing,GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'b6800284eb3145af837a0aa274869742')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,5.460452666739002e-05,5.205388624155388e-05,4.8365391202294085e-05,5.14166917772034e-05
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '9ac7554585f94ebbb5f438e86fdd6b83')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,0.0021597195882350206,0.002058836595076283,0.001912949148126679,0.002033634263874784
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '7c54c1740a924d1ab584301a687058db')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,0.0013688364997506142,0.001304896567922416,0.0012124326835700745,0.0012889232577689399
"market for inorganic potassium fertiliser, as K2O","inorganic potassium fertiliser, as K2O",CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '742cfbb88ec24cdfa3ce124ce57d46cf')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,0.008547830395400524,0.008148551377884198,0.007571151811692227,0.008048804515443054
market for irrigation,irrigation,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '5feddd67da504792bf1bb692506fe88c')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,0.010920905508100986,0.010410777414776919,0.009673078395129306,0.010283338519869102
"market for liquid manure spreading, by vacuum tanker","liquid manure spreading, by vacuum tanker",GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '300f99cff7d64deeb8df0d7377ceb7d6')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,0.00015890778740867972,0.00015148502136194444,0.0001407509188739413,0.0001496306849422596
market for mancozeb,mancozeb,GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'a3aff51c054d4b27b70f2fe4f7f96185')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,0.00011021502723451704,0.00010506675618161777,9.762181331666699e-05,0.00010378062828108948
market for metaldehyde,metaldehyde,GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'e2390912519f4ec084435db5f004e02d')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,4.102017101104138e-06,3.910407150718912e-06,3.63331895580526e-06,3.862539643224236e-06
market for nitrile-compound,nitrile-compound,GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '5d1fbef26017425cb349c9d68d8ddc21')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,1.5952697651755443e-07,1.5207528743332167e-07,1.4129935918295343e-07,1.5021372553442036e-07
"market for organophosphorus-compound, unspecified","organophosphorus-compound, unspecified",GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '621f3dac54194c4daa3d4e2367459a32')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,6.888038797114859e-07,6.566290559690048e-07,6.101008677692524e-07,6.485912238337909e-07
market for pendimethalin,pendimethalin,GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '6475b296c1ec41b28777fd3bdeccf85b')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,8.650095395523749e-08,8.246039461891087e-08,7.661731971234499e-08,8.145099242489406e-08
"market for pesticide, unspecified","pesticide, unspecified",GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'e1fdf4fe831349268e76950855250f9c')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,6.399007816071389e-06,6.100102779858332e-06,5.667854575793968e-06,6.025431088579462e-06
market for phenoxy-compound,phenoxy-compound,GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'dd029622b3024a809d7434551645cd6a')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,2.7712343353414326e-07,2.641786782975627e-07,2.4545919710730137e-07,2.609448526686848e-07
market for potato haulm cutting,potato haulm cutting,GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '1b3b7f3d25b349a2b943bb8c87f0273f')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,2.730226333369501e-05,2.602694312077694e-05,2.4182695601147043e-05,2.57083458886017e-05
market for potato planting,potato planting,GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '2e202876476944af86ebbb2dc0fa61d5')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,2.730226333369501e-05,2.602694312077694e-05,2.4182695601147043e-05,2.57083458886017e-05
